学号,知识点id,分数
223401040130,82,-1
223401040131,82,-1
223401040132,82,-1
223401040133,82,-1
223401040134,82,-1
223401040135,82,-1
223401040201,82,-1
223401040202,82,-1
223401040203,82,-1
223401040204,82,-1
223401040205,82,-1
223401040206,82,-1
223401040207,82,-1
223401040208,82,-1
223401040209,82,-1
223401040210,82,-1
223401040211,82,-1
223401040212,82,-1
223401040213,82,-1
223401040214,82,-1
223401040215,82,-1
223401040216,82,-1
223401040217,82,-1
223401040218,82,-1
223401040219,82,-1
223401040220,82,-1
223401040221,82,-1
223401040222,82,-1
223401040223,82,-1
223401040224,82,-1
223401040225,82,-1
223401040226,82,-1
223401040227,82,-1
223401040228,82,-1
223401040229,82,-1
223401040230,82,-1
223401040231,82,-1
223401040232,82,-1
223401040233,82,-1
223401040234,82,-1
223401040235,82,-1
223401050101,82,-1
223401050102,82,-1
223401050103,82,-1
223401050104,82,-1
223401050105,82,-1
223401050106,82,-1
223401050107,82,-1
223401050108,82,-1
223401050109,82,-1
223401050110,82,-1
223401050111,82,-1
223401050112,82,-1
223401050113,82,-1
223401050114,82,-1
223401050115,82,-1
223401050116,82,-1
223401050117,82,-1
223401050118,82,-1
223401050119,82,-1
223401050120,82,-1
223401050121,82,-1
223401050122,82,-1
223401050123,82,-1
223401050124,82,-1
223401050125,82,-1
223401050126,82,-1
223401050127,82,-1
223401050128,82,-1
223401050129,82,-1
223401050130,82,-1
223401050131,82,-1
223401050132,82,-1
223401050134,82,-1
223401050135,82,-1
223401050201,82,-1
223401050202,82,-1
223401050203,82,-1
223401050204,82,-1
223401050205,82,-1
223401050206,82,-1
223401050207,82,-1
223401050208,82,-1
223401050209,82,-1
223401050210,82,-1
223401050211,82,-1
223401050212,82,-1
223401050213,82,-1
223401050214,82,-1
223401050215,82,-1
223401050216,82,-1
223401050217,82,-1
223401050218,82,-1
223401050219,82,-1
223401050220,82,-1
223401050221,82,-1
223401050222,82,-1
223401050223,82,-1
223401050224,82,-1
223401050225,82,-1
223401050226,82,-1
223401050227,82,-1
223401050228,82,-1
223401050229,82,-1
223401050230,82,-1
223401050231,82,-1
223401050232,82,-1
223401050233,82,-1
223401050234,82,-1
223401050235,82,-1
223405010213,82,-1
223406010708,82,-1
223406010709,82,-1
223407020133,82,-1
223407020218,82,-1
223408110202,82,-1
223409010210,82,-1
223411010109,82,-1
223411010111,82,-1
223411010232,82,-1
223411020111,82,-1
223411070102,82,-1
223412010212,82,-1
223423050108,82,-1
223423050133,82,-1
223428020104,82,-1
223428020136,82,-1
223428030201,82,-1
223428060112,82,-1
223428060201,82,-1
223428060202,82,-1
223428060218,82,-1
183423050114,83,100
193401010122,83,100
203401050130,83,100
203406010614,83,100
203409010318,83,100
213401010106,83,100
213401040108,83,0
213401050132,83,0
213401050217,83,100
213401050227,83,100
213401050230,83,100
213412010226,83,100
213428030211,83,100
213428040133,83,0
213428040214,83,100
223401010101,83,100
223401010102,83,100
223401010103,83,100
223401010104,83,100
223401010105,83,100
223401010106,83,100
223401010107,83,100
223401010108,83,100
223401010109,83,100
223401010110,83,100
223401010112,83,100
223401010113,83,100
223401010114,83,100
223401010115,83,100
223401010116,83,100
223401010117,83,100
223401010118,83,100
223401010119,83,100
223401010120,83,100
223401010121,83,100
223401010122,83,0
223401010123,83,100
223401010124,83,100
223401010125,83,100
223401010126,83,100
223401010127,83,100
223401010128,83,100
223401010129,83,100
223401010130,83,100
223401010131,83,100
223401010132,83,100
223401010133,83,100
223401010134,83,100
223401010136,83,100
223401010137,83,100
223401010138,83,75
223401010140,83,100
223401010201,83,100
223401010202,83,100
223401010203,83,100
223401010204,83,100
223401010205,83,100
223401010206,83,100
223401010207,83,100
223401010208,83,100
223401010209,83,100
223401010210,83,100
223401010211,83,100
223401010212,83,100
223401010214,83,100
223401010215,83,100
223401010216,83,100
223401010217,83,100
223401010218,83,100
223401010219,83,100
223401010220,83,100
223401010221,83,100
223401010222,83,100
223401010223,83,100
223401010224,83,100
223401010225,83,100
223401010226,83,100
223401010227,83,100
223401010228,83,100
223401010229,83,100
223401010230,83,100
223401010231,83,100
223401010232,83,100
223401010233,83,100
223401010234,83,100
223401010235,83,100
223401010236,83,100
223401010237,83,50
223401010238,83,100
223401010301,83,100
223401010302,83,100
223401010303,83,100
223401010304,83,100
223401010305,83,100
223401010306,83,100
223401010307,83,100
223401010308,83,100
223401010310,83,100
223401010311,83,100
223401010312,83,100
223401010313,83,100
223401010314,83,100
223401010315,83,100
223401010316,83,100
223401010317,83,100
223401010318,83,100
223401010319,83,100
223401010320,83,100
223401010321,83,100
223401010322,83,100
223401010323,83,100
223401010324,83,100
223401010325,83,100
223401010326,83,100
223401010327,83,100
223401010328,83,100
223401010329,83,100
223401010330,83,100
223401010331,83,100
223401010332,83,100
223401010334,83,100
223401010335,83,100
223401010401,83,100
223401010402,83,100
223401010403,83,100
223401010404,83,100
223401010405,83,100
223401010406,83,100
223401010407,83,100
223401010408,83,100
223401010409,83,100
223401010410,83,100
223401010411,83,100
223401010412,83,100
223401010413,83,100
223401010414,83,100
223401010415,83,100
223401010416,83,0
223401010417,83,100
223401010418,83,100
223401010419,83,100
223401010420,83,100
223401010421,83,100
223401010422,83,0
223401010423,83,100
223401010424,83,100
223401010425,83,100
223401010426,83,100
223401010427,83,100
223401010428,83,100
223401010429,83,100
223401010430,83,100
223401010431,83,100
223401010432,83,100
223401010433,83,100
223401010434,83,100
223401010435,83,100
223401040101,83,100
223401040102,83,100
223401040103,83,100
223401040104,83,100
223401040105,83,100
223401040106,83,100
223401040107,83,100
223401040108,83,100
223401040109,83,0
223401040110,83,100
223401040111,83,100
223401040112,83,100
223401040113,83,100
223401040114,83,100
223401040115,83,100
223401040116,83,100
223401040117,83,100
223401040118,83,100
223401040119,83,100
223401040120,83,100
223401040121,83,100
223401040122,83,100
223401040123,83,100
223401040124,83,100
223401040125,83,100
223401040126,83,100
223401040127,83,0
223401040128,83,100
223401040129,83,100
223401040130,83,100
223401040131,83,100
223401040132,83,100
223401040133,83,75
223401040134,83,100
223401040135,83,100
223401040201,83,100
223401040202,83,100
223401040203,83,100
223401040204,83,100
223401040205,83,100
223401040206,83,100
223401040207,83,100
223401040208,83,100
223401040209,83,100
223401040210,83,100
223401040211,83,100
223401040212,83,100
223401040213,83,100
223401040214,83,100
223401040215,83,100
223401040216,83,100
223401040217,83,100
223401040218,83,100
223401040219,83,100
223401040220,83,100
223401040221,83,100
223401040222,83,100
223401040223,83,100
223401040224,83,100
223401040225,83,100
223401040226,83,100
223401040227,83,100
223401040228,83,100
223401040229,83,100
223401040230,83,100
223401040231,83,100
223401040232,83,100
223401040233,83,100
223401040234,83,100
223401040235,83,100
223401050101,83,100
223401050102,83,100
223401050103,83,100
223401050104,83,100
223401050105,83,100
223401050106,83,100
223401050107,83,100
223401050108,83,100
223401050109,83,100
223401050110,83,100
223401050111,83,100
223401050112,83,100
223401050113,83,100
223401050114,83,100
223401050115,83,100
223401050116,83,100
223401050117,83,100
223401050118,83,100
223401050119,83,100
223401050120,83,100
223401050121,83,100
223401050122,83,100
223401050123,83,100
223401050124,83,100
223401050125,83,100
223401050126,83,100
223401050127,83,100
223401050128,83,100
223401050129,83,100
223401050130,83,100
223401050131,83,100
223401050132,83,100
223401050134,83,100
223401050135,83,100
223401050201,83,100
223401050202,83,100
223401050203,83,100
223401050204,83,100
223401050205,83,100
223401050206,83,100
223401050207,83,100
223401050208,83,100
223401050209,83,100
223401050210,83,100
223401050211,83,100
223401050212,83,100
223401050213,83,100
223401050214,83,100
223401050215,83,100
223401050216,83,100
223401050217,83,100
223401050218,83,100
223401050219,83,100
223401050220,83,100
223401050221,83,100
223401050222,83,100
223401050223,83,100
223401050224,83,100
223401050225,83,100
223401050226,83,100
223401050227,83,100
223401050228,83,100
223401050229,83,100
223401050230,83,100
223401050231,83,100
223401050232,83,100
223401050233,83,100
223401050234,83,100
223401050235,83,100
223405010213,83,100
223406010708,83,100
223406010709,83,100
223407020133,83,100
223407020218,83,100
223408110202,83,100
223409010210,83,100
223411010109,83,100
223411010111,83,100
223411010232,83,100
223411020111,83,100
223411070102,83,100
223412010212,83,100
223423050108,83,0
223423050133,83,75
223428020104,83,100
223428020136,83,0
223428030201,83,100
223428060112,83,100
223428060201,83,100
223428060202,83,100
223428060218,83,100
183423050114,84,100
193401010122,84,100
203401050130,84,100
203406010614,84,100
203409010318,84,100
213401010106,84,100
213401040108,84,0
213401050132,84,0
213401050217,84,100
213401050227,84,100
213401050230,84,100
213412010226,84,100
213428030211,84,100
213428040133,84,0
213428040214,84,100
223401010101,84,100
223401010102,84,100
223401010103,84,100
223401010104,84,100
223401010105,84,100
223401010106,84,100
223401010107,84,100
223401010108,84,100
223401010109,84,100
223401010110,84,100
223401010112,84,100
223401010113,84,100
223401010114,84,100
223401010115,84,100
223401010116,84,100
223401010117,84,100
223401010118,84,100
223401010119,84,100
223401010120,84,100
223401010121,84,100
223401010122,84,0
223401010123,84,100
223401010124,84,100
223401010125,84,100
223401010126,84,100
223401010127,84,100
223401010128,84,100
223401010129,84,100
223401010130,84,100
223401010131,84,100
223401010132,84,100
223401010133,84,100
223401010134,84,100
223401010136,84,100
223401010137,84,100
223401010138,84,75
223401010140,84,100
223401010201,84,100
223401010202,84,100
223401010203,84,100
223401010204,84,100
223401010205,84,100
223401010206,84,100
223401010207,84,100
223401010208,84,100
223401010209,84,100
223401010210,84,100
223401010211,84,100
223401010212,84,100
223401010214,84,100
223401010215,84,100
223401010216,84,100
223401010217,84,100
223401010218,84,100
223401010219,84,100
223401010220,84,100
223401010221,84,100
223401010222,84,100
223401010223,84,100
223401010224,84,100
223401010225,84,100
223401010226,84,100
223401010227,84,100
223401010228,84,100
223401010229,84,100
223401010230,84,100
223401010231,84,100
223401010232,84,100
223401010233,84,100
223401010234,84,100
223401010235,84,100
223401010236,84,100
223401010237,84,50
223401010238,84,100
223401010301,84,100
223401010302,84,100
223401010303,84,100
223401010304,84,100
223401010305,84,100
223401010306,84,100
223401010307,84,100
223401010308,84,100
223401010310,84,100
223401010311,84,100
223401010312,84,100
223401010313,84,100
223401010314,84,100
223401010315,84,100
223401010316,84,100
223401010317,84,100
223401010318,84,100
223401010319,84,100
223401010320,84,100
223401010321,84,100
223401010322,84,100
223401010323,84,100
223401010324,84,100
223401010325,84,100
223401010326,84,100
223401010327,84,100
223401010328,84,100
223401010329,84,100
223401010330,84,100
223401010331,84,100
223401010332,84,100
223401010334,84,100
223401010335,84,100
223401010401,84,100
223401010402,84,100
223401010403,84,100
223401010404,84,100
223401010405,84,100
223401010406,84,100
223401010407,84,100
223401010408,84,100
223401010409,84,100
223401010410,84,100
223401010411,84,100
223401010412,84,100
223401010413,84,100
223401010414,84,100
223401010415,84,100
223401010416,84,0
223401010417,84,100
223401010418,84,100
223401010419,84,100
223401010420,84,100
223401010421,84,100
223401010422,84,0
223401010423,84,100
223401010424,84,100
223401010425,84,100
223401010426,84,100
223401010427,84,100
223401010428,84,100
223401010429,84,100
223401010430,84,100
223401010431,84,100
223401010432,84,100
223401010433,84,100
223401010434,84,100
223401010435,84,100
223401040101,84,100
223401040102,84,100
223401040103,84,100
223401040104,84,100
223401040105,84,100
223401040106,84,100
223401040107,84,100
223401040108,84,100
223401040109,84,0
223401040110,84,100
223401040111,84,100
223401040112,84,100
223401040113,84,100
223401040114,84,100
223401040115,84,100
223401040116,84,100
223401040117,84,100
223401040118,84,100
223401040119,84,100
223401040120,84,100
223401040121,84,100
223401040122,84,100
223401040123,84,100
223401040124,84,100
223401040125,84,100
223401040126,84,100
223401040127,84,0
223401040128,84,100
223401040129,84,100
223401040130,84,100
223401040131,84,100
223401040132,84,100
223401040133,84,75
223401040134,84,100
223401040135,84,100
223401040201,84,100
223401040202,84,100
223401040203,84,100
223401040204,84,100
223401040205,84,100
223401040206,84,100
223401040207,84,100
223401040208,84,100
223401040209,84,100
223401040210,84,100
223401040211,84,100
223401040212,84,100
223401040213,84,100
223401040214,84,100
223401040215,84,100
223401040216,84,100
223401040217,84,100
223401040218,84,100
223401040219,84,100
223401040220,84,100
223401040221,84,100
223401040222,84,100
223401040223,84,100
223401040224,84,100
223401040225,84,100
223401040226,84,100
223401040227,84,100
223401040228,84,100
223401040229,84,100
223401040230,84,100
223401040231,84,100
223401040232,84,100
223401040233,84,100
223401040234,84,100
223401040235,84,100
223401050101,84,100
223401050102,84,100
223401050103,84,100
223401050104,84,100
223401050105,84,100
223401050106,84,100
223401050107,84,100
223401050108,84,100
223401050109,84,100
223401050110,84,100
223401050111,84,100
223401050112,84,100
223401050113,84,100
223401050114,84,100
223401050115,84,100
223401050116,84,100
223401050117,84,100
223401050118,84,100
223401050119,84,100
223401050120,84,100
223401050121,84,100
223401050122,84,100
223401050123,84,100
223401050124,84,100
223401050125,84,100
223401050126,84,100
223401050127,84,100
223401050128,84,100
223401050129,84,100
223401050130,84,100
223401050131,84,100
223401050132,84,100
223401050134,84,100
223401050135,84,100
223401050201,84,100
223401050202,84,100
223401050203,84,100
223401050204,84,100
223401050205,84,100
223401050206,84,100
223401050207,84,100
223401050208,84,100
223401050209,84,100
223401050210,84,100
223401050211,84,100
223401050212,84,100
223401050213,84,100
223401050214,84,100
223401050215,84,100
223401050216,84,100
223401050217,84,100
223401050218,84,100
223401050219,84,100
223401050220,84,100
223401050221,84,100
223401050222,84,100
223401050223,84,100
223401050224,84,100
223401050225,84,100
223401050226,84,100
223401050227,84,100
223401050228,84,100
223401050229,84,100
223401050230,84,100
223401050231,84,100
223401050232,84,100
223401050233,84,100
223401050234,84,100
223401050235,84,100
223405010213,84,100
223406010708,84,100
223406010709,84,100
223407020133,84,100
223407020218,84,100
223408110202,84,100
223409010210,84,100
223411010109,84,100
223411010111,84,100
223411010232,84,100
223411020111,84,100
223411070102,84,100
223412010212,84,100
223423050108,84,0
223423050133,84,75
223428020104,84,100
223428020136,84,0
223428030201,84,100
223428060112,84,100
223428060201,84,100
223428060202,84,100
223428060218,84,100
183423050114,85,100
193401010122,85,100
203401050130,85,100
203406010614,85,100
203409010318,85,100
213401010106,85,100
213401040108,85,0
213401050132,85,0
213401050217,85,100
213401050227,85,100
213401050230,85,100
213412010226,85,100
213428030211,85,100
213428040133,85,0
213428040214,85,100
223401010101,85,100
223401010102,85,100
223401010103,85,100
223401010104,85,100
223401010105,85,100
223401010106,85,100
223401010107,85,100
223401010108,85,100
223401010109,85,100
223401010110,85,100
223401010112,85,100
223401010113,85,100
223401010114,85,100
223401010115,85,100
223401010116,85,100
223401010117,85,100
223401010118,85,100
223401010119,85,100
223401010120,85,100
223401010121,85,100
223401010122,85,0
223401010123,85,100
223401010124,85,100
223401010125,85,100
223401010126,85,100
223401010127,85,100
223401010128,85,100
223401010129,85,100
223401010130,85,100
223401010131,85,100
223401010132,85,100
223401010133,85,100
223401010134,85,100
223401010136,85,100
223401010137,85,100
223401010138,85,100
223401010140,85,100
223401010201,85,100
223401010202,85,100
223401010203,85,100
223401010204,85,100
223401010205,85,100
223401010206,85,100
223401010207,85,100
223401010208,85,100
223401010209,85,100
223401010210,85,100
223401010211,85,100
223401010212,85,100
223401010214,85,100
223401010215,85,100
223401010216,85,100
223401010217,85,100
223401010218,85,100
223401010219,85,100
223401010220,85,100
223401010221,85,100
223401010222,85,100
223401010223,85,100
223401010224,85,100
223401010225,85,100
223401010226,85,100
223401010227,85,100
223401010228,85,100
223401010229,85,100
223401010230,85,100
223401010231,85,100
223401010232,85,100
223401010233,85,100
223401010234,85,100
223401010235,85,100
223401010236,85,100
223401010237,85,100
223401010238,85,100
223401010301,85,100
223401010302,85,100
223401010303,85,100
223401010304,85,100
223401010305,85,100
223401010306,85,100
223401010307,85,100
223401010308,85,0
223401010310,85,100
223401010311,85,100
223401010312,85,100
223401010313,85,100
223401010314,85,100
223401010315,85,100
223401010316,85,100
223401010317,85,100
223401010318,85,100
223401010319,85,100
223401010320,85,100
223401010321,85,100
223401010322,85,100
223401010323,85,100
223401010324,85,100
223401010325,85,100
223401010326,85,100
223401010327,85,100
223401010328,85,100
223401010329,85,100
223401010330,85,100
223401010331,85,0
223401010332,85,100
223401010334,85,100
223401010335,85,100
223401010401,85,100
223401010402,85,100
223401010403,85,100
223401010404,85,0
223401010405,85,100
223401010406,85,100
223401010407,85,100
223401010408,85,100
223401010409,85,100
223401010410,85,100
223401010411,85,100
223401010412,85,100
223401010413,85,100
223401010414,85,100
223401010415,85,100
223401010416,85,0
223401010417,85,100
223401010418,85,100
223401010419,85,100
223401010420,85,100
223401010421,85,100
223401010422,85,0
223401010423,85,100
223401010424,85,100
223401010425,85,100
223401010426,85,100
223401010427,85,100
223401010428,85,100
223401010429,85,100
223401010430,85,100
223401010431,85,100
223401010432,85,100
223401010433,85,100
223401010434,85,100
223401010435,85,100
223401040101,85,100
223401040102,85,100
223401040103,85,100
223401040104,85,100
223401040105,85,100
223401040106,85,100
223401040107,85,100
223401040108,85,100
223401040109,85,0
223401040110,85,100
223401040111,85,100
223401040112,85,100
223401040113,85,100
223401040114,85,100
223401040115,85,100
223401040116,85,100
223401040117,85,100
223401040118,85,100
223401040119,85,100
223401040120,85,100
223401040121,85,100
223401040122,85,100
223401040123,85,100
223401040124,85,100
223401040125,85,100
223401040126,85,100
223401040127,85,100
223401040128,85,100
223401040129,85,100
223401040130,85,100
223401040131,85,100
223401040132,85,100
223401040133,85,100
223401040134,85,100
223401040135,85,100
223401040201,85,100
223401040202,85,100
223401040203,85,100
223401040204,85,100
223401040205,85,100
223401040206,85,100
223401040207,85,100
223401040208,85,100
223401040209,85,100
223401040210,85,100
223401040211,85,100
223401040212,85,100
223401040213,85,100
223401040214,85,100
223401040215,85,100
223401040216,85,100
223401040217,85,100
223401040218,85,100
223401040219,85,100
223401040220,85,100
223401040221,85,100
223401040222,85,100
223401040223,85,100
223401040224,85,100
223401040225,85,100
223401040226,85,100
223401040227,85,100
223401040228,85,100
223401040229,85,100
223401040230,85,100
223401040231,85,100
223401040232,85,100
223401040233,85,100
223401040234,85,100
223401040235,85,100
223401050101,85,100
223401050102,85,100
223401050103,85,100
223401050104,85,100
223401050105,85,100
223401050106,85,100
223401050107,85,100
223401050108,85,100
223401050109,85,100
223401050110,85,100
223401050111,85,100
223401050112,85,100
223401050113,85,100
223401050114,85,0
223401050115,85,0
223401050116,85,100
223401050117,85,100
223401050118,85,100
223401050119,85,100
223401050120,85,100
223401050121,85,0
223401050122,85,100
223401050123,85,100
223401050124,85,100
223401050125,85,100
223401050126,85,100
223401050127,85,100
223401050128,85,100
223401050129,85,100
223401050130,85,100
223401050131,85,100
223401050132,85,100
223401050134,85,100
223401050135,85,100
223401050201,85,100
223401050202,85,100
223401050203,85,100
223401050204,85,100
223401050205,85,100
223401050206,85,100
223401050207,85,100
223401050208,85,100
223401050209,85,100
223401050210,85,100
223401050211,85,100
223401050212,85,100
223401050213,85,100
223401050214,85,100
223401050215,85,100
223401050216,85,100
223401050217,85,0
223401050218,85,100
223401050219,85,100
223401050220,85,100
223401050221,85,100
223401050222,85,100
223401050223,85,100
223401050224,85,100
223401050225,85,100
223401050226,85,100
223401050227,85,100
223401050228,85,100
223401050229,85,100
223401050230,85,100
223401050231,85,100
223401050232,85,100
223401050233,85,100
223401050234,85,100
223401050235,85,100
223405010213,85,40
223406010708,85,100
223406010709,85,100
223407020133,85,100
223407020218,85,100
223408110202,85,100
223409010210,85,100
223411010109,85,100
223411010111,85,100
223411010232,85,100
223411020111,85,100
223411070102,85,100
223412010212,85,100
223423050108,85,100
223423050133,85,100
223428020104,85,100
223428020136,85,0
223428030201,85,100
223428060112,85,100
223428060201,85,100
223428060202,85,100
223428060218,85,100
183423050114,86,-1
193401010122,86,-1
203401050130,86,-1
203406010614,86,-1
203409010318,86,-1
213401010106,86,-1
213401040108,86,-1
213401050132,86,-1
213401050217,86,-1
213401050227,86,-1
213401050230,86,-1
213412010226,86,-1
213428030211,86,-1
213428040133,86,-1
213428040214,86,-1
223401010101,86,-1
223401010102,86,-1
223401010103,86,-1
223401010104,86,-1
223401010105,86,-1
223401010106,86,-1
223401010107,86,-1
223401010108,86,-1
223401010109,86,-1
223401010110,86,-1
223401010112,86,-1
223401010113,86,-1
223401010114,86,-1
223401010115,86,-1
223401010116,86,-1
223401010117,86,-1
223401010118,86,-1
223401010119,86,-1
223401010120,86,-1
223401010121,86,-1
223401010122,86,-1
223401010123,86,-1
223401010124,86,-1
223401010125,86,-1
223401010126,86,-1
223401010127,86,-1
223401010128,86,-1
223401010129,86,-1
223401010130,86,-1
223401010131,86,-1
223401010132,86,-1
223401010133,86,-1
223401010134,86,-1
223401010136,86,-1
223401010137,86,-1
223401010138,86,-1
223401010140,86,-1
223401010201,86,-1
223401010202,86,-1
223401010203,86,-1
223401010204,86,-1
223401010205,86,-1
223401010206,86,-1
223401010207,86,-1
223401010208,86,-1
223401010209,86,-1
223401010210,86,-1
223401010211,86,-1
223401010212,86,-1
223401010214,86,-1
223401010215,86,-1
223401010216,86,-1
223401010217,86,-1
223401010218,86,-1
223401010219,86,-1
223401010220,86,-1
223401010221,86,-1
223401010222,86,-1
223401010223,86,-1
223401010224,86,-1
223401010225,86,-1
223401010226,86,-1
223401010227,86,-1
223401010228,86,-1
223401010229,86,-1
223401010230,86,-1
223401010231,86,-1
223401010232,86,-1
223401010233,86,-1
223401010234,86,-1
223401010235,86,-1
223401010236,86,-1
223401010237,86,-1
223401010238,86,-1
223401010301,86,-1
223401010302,86,-1
223401010303,86,-1
223401010304,86,-1
223401010305,86,-1
223401010306,86,-1
223401010307,86,-1
223401010308,86,-1
223401010310,86,-1
223401010311,86,-1
223401010312,86,-1
223401010313,86,-1
223401010314,86,-1
223401010315,86,-1
223401010316,86,-1
223401010317,86,-1
223401010318,86,-1
223401010319,86,-1
223401010320,86,-1
223401010321,86,-1
223401010322,86,-1
223401010323,86,-1
223401010324,86,-1
223401010325,86,-1
223401010326,86,-1
223401010327,86,-1
223401010328,86,-1
223401010329,86,-1
223401010330,86,-1
223401010331,86,-1
223401010332,86,-1
223401010334,86,-1
223401010335,86,-1
223401010401,86,-1
223401010402,86,-1
223401010403,86,-1
223401010404,86,-1
223401010405,86,-1
223401010406,86,-1
223401010407,86,-1
223401010408,86,-1
223401010409,86,-1
223401010410,86,-1
223401010411,86,-1
223401010412,86,-1
223401010413,86,-1
223401010414,86,-1
223401010415,86,-1
223401010416,86,-1
223401010417,86,-1
223401010418,86,-1
223401010419,86,-1
223401010420,86,-1
223401010421,86,-1
223401010422,86,-1
223401010423,86,-1
223401010424,86,-1
223401010425,86,-1
223401010426,86,-1
223401010427,86,-1
223401010428,86,-1
223401010429,86,-1
223401010430,86,-1
223401010431,86,-1
223401010432,86,-1
223401010433,86,-1
223401010434,86,-1
223401010435,86,-1
223401040101,86,-1
223401040102,86,-1
223401040103,86,-1
223401040104,86,-1
223401040105,86,-1
223401040106,86,-1
223401040107,86,-1
223401040108,86,-1
223401040109,86,-1
223401040110,86,-1
223401040111,86,-1
223401040112,86,-1
223401040113,86,-1
223401040114,86,-1
223401040115,86,-1
223401040116,86,-1
223401040117,86,-1
223401040118,86,-1
223401040119,86,-1
223401040120,86,-1
223401040121,86,-1
223401040122,86,-1
223401040123,86,-1
223401040124,86,-1
223401040125,86,-1
223401040126,86,-1
223401040127,86,-1
223401040128,86,-1
223401040129,86,-1
223401040130,86,-1
223401040131,86,-1
223401040132,86,-1
223401040133,86,-1
223401040134,86,-1
223401040135,86,-1
223401040201,86,-1
223401040202,86,-1
223401040203,86,-1
223401040204,86,-1
223401040205,86,-1
223401040206,86,-1
223401040207,86,-1
223401040208,86,-1
223401040209,86,-1
223401040210,86,-1
223401040211,86,-1
223401040212,86,-1
223401040213,86,-1
223401040214,86,-1
223401040215,86,-1
223401040216,86,-1
223401040217,86,-1
223401040218,86,-1
223401040219,86,-1
223401040220,86,-1
223401040221,86,-1
223401040222,86,-1
223401040223,86,-1
223401040224,86,-1
223401040225,86,-1
223401040226,86,-1
223401040227,86,-1
223401040228,86,-1
223401040229,86,-1
223401040230,86,-1
223401040231,86,-1
223401040232,86,-1
223401040233,86,-1
223401040234,86,-1
223401040235,86,-1
223401050101,86,-1
223401050102,86,-1
223401050103,86,-1
223401050104,86,-1
223401050105,86,-1
223401050106,86,-1
223401050107,86,-1
223401050108,86,-1
223401050109,86,-1
223401050110,86,-1
223401050111,86,-1
223401050112,86,-1
223401050113,86,-1
223401050114,86,-1
223401050115,86,-1
223401050116,86,-1
223401050117,86,-1
223401050118,86,-1
223401050119,86,-1
223401050120,86,-1
223401050121,86,-1
223401050122,86,-1
223401050123,86,-1
223401050124,86,-1
223401050125,86,-1
223401050126,86,-1
223401050127,86,-1
223401050128,86,-1
223401050129,86,-1
223401050130,86,-1
223401050131,86,-1
223401050132,86,-1
223401050134,86,-1
223401050135,86,-1
223401050201,86,-1
223401050202,86,-1
223401050203,86,-1
223401050204,86,-1
223401050205,86,-1
223401050206,86,-1
223401050207,86,-1
223401050208,86,-1
223401050209,86,-1
223401050210,86,-1
223401050211,86,-1
223401050212,86,-1
223401050213,86,-1
223401050214,86,-1
223401050215,86,-1
223401050216,86,-1
223401050217,86,-1
223401050218,86,-1
223401050219,86,-1
223401050220,86,-1
223401050221,86,-1
223401050222,86,-1
223401050223,86,-1
223401050224,86,-1
223401050225,86,-1
223401050226,86,-1
223401050227,86,-1
223401050228,86,-1
223401050229,86,-1
223401050230,86,-1
223401050231,86,-1
223401050232,86,-1
223401050233,86,-1
223401050234,86,-1
223401050235,86,-1
223405010213,86,-1
223406010708,86,-1
223406010709,86,-1
223407020133,86,-1
223407020218,86,-1
223408110202,86,-1
223409010210,86,-1
223411010109,86,-1
223411010111,86,-1
223411010232,86,-1
223411020111,86,-1
223411070102,86,-1
223412010212,86,-1
223423050108,86,-1
223423050133,86,-1
223428020104,86,-1
223428020136,86,-1
223428030201,86,-1
223428060112,86,-1
223428060201,86,-1
223428060202,86,-1
223428060218,86,-1
183423050114,87,-1
193401010122,87,-1
203401050130,87,-1
203406010614,87,-1
203409010318,87,-1
213401010106,87,-1
213401040108,87,-1
213401050132,87,-1
213401050217,87,-1
213401050227,87,-1
213401050230,87,-1
213412010226,87,-1
213428030211,87,-1
213428040133,87,-1
213428040214,87,-1
223401010101,87,-1
223401010102,87,-1
223401010103,87,-1
223401010104,87,-1
223401010105,87,-1
223401010106,87,-1
223401010107,87,-1
223401010108,87,-1
223401010109,87,-1
223401010110,87,-1
223401010112,87,-1
223401010113,87,-1
223401010114,87,-1
223401010115,87,-1
223401010116,87,-1
223401010117,87,-1
223401010118,87,-1
223401010119,87,-1
223401010120,87,-1
223401010121,87,-1
223401010122,87,-1
223401010123,87,-1
223401010124,87,-1
223401010125,87,-1
223401010126,87,-1
223401010127,87,-1
223401010128,87,-1
223401010129,87,-1
223401010130,87,-1
223401010131,87,-1
223401010132,87,-1
223401010133,87,-1
223401010134,87,-1
223401010136,87,-1
223401010137,87,-1
223401010138,87,-1
223401010140,87,-1
223401010201,87,-1
223401010202,87,-1
223401010203,87,-1
223401010204,87,-1
223401010205,87,-1
223401010206,87,-1
223401010207,87,-1
223401010208,87,-1
223401010209,87,-1
223401010210,87,-1
223401010211,87,-1
223401010212,87,-1
223401010214,87,-1
223401010215,87,-1
223401010216,87,-1
223401010217,87,-1
223401010218,87,-1
223401010219,87,-1
223401010220,87,-1
223401010221,87,-1
223401010222,87,-1
223401010223,87,-1
223401010224,87,-1
223401010225,87,-1
223401010226,87,-1
223401010227,87,-1
223401010228,87,-1
223401010229,87,-1
223401010230,87,-1
223401010231,87,-1
223401010232,87,-1
223401010233,87,-1
223401010234,87,-1
223401010235,87,-1
223401010236,87,-1
223401010237,87,-1
223401010238,87,-1
223401010301,87,-1
