学号,知识点id,分数
223401010118,24,100
223401010119,24,100
223401010120,24,100
223401010121,24,100
223401010122,24,100
223401010123,24,100
223401010124,24,100
223401010125,24,100
223401010126,24,80
223401010127,24,100
223401010128,24,100
223401010129,24,20
223401010130,24,100
223401010131,24,100
223401010132,24,100
223401010133,24,100
223401010134,24,100
223401010136,24,100
223401010137,24,100
223401010138,24,100
223401010140,24,100
223401010201,24,100
223401010202,24,100
223401010203,24,100
223401010204,24,100
223401010205,24,100
223401010206,24,100
223401010207,24,100
223401010208,24,100
223401010209,24,100
223401010210,24,100
223401010211,24,100
223401010212,24,100
223401010214,24,100
223401010215,24,100
223401010216,24,100
223401010217,24,100
223401010218,24,100
223401010219,24,100
223401010220,24,100
223401010221,24,100
223401010222,24,100
223401010223,24,100
223401010224,24,100
223401010225,24,100
223401010226,24,100
223401010227,24,100
223401010228,24,100
223401010229,24,100
223401010230,24,100
223401010231,24,100
223401010232,24,100
223401010233,24,100
223401010234,24,100
223401010235,24,100
223401010236,24,100
223401010237,24,100
223401010238,24,100
223401010301,24,100
223401010302,24,100
223401010303,24,100
223401010304,24,100
223401010305,24,100
223401010306,24,100
223401010307,24,100
223401010308,24,40
223401010310,24,100
223401010311,24,0
223401010312,24,100
223401010313,24,100
223401010314,24,100
223401010315,24,100
223401010316,24,100
223401010317,24,100
223401010318,24,100
223401010319,24,100
223401010320,24,100
223401010321,24,100
223401010322,24,100
223401010323,24,100
223401010324,24,100
223401010325,24,100
223401010326,24,100
223401010327,24,100
223401010328,24,100
223401010329,24,100
223401010330,24,100
223401010331,24,100
223401010332,24,100
223401010334,24,100
223401010335,24,100
223401010401,24,100
223401010402,24,40
223401010403,24,100
223401010404,24,100
223401010405,24,100
223401010406,24,100
223401010407,24,100
223401010408,24,100
223401010409,24,100
223401010410,24,100
223401010411,24,100
223401010412,24,100
223401010413,24,100
223401010414,24,100
223401010415,24,100
223401010416,24,0
223401010417,24,100
223401010418,24,100
223401010419,24,100
223401010420,24,100
223401010421,24,100
223401010422,24,0
223401010423,24,100
223401010424,24,100
223401010425,24,100
223401010426,24,100
223401010427,24,100
223401010428,24,100
223401010429,24,100
223401010430,24,100
223401010431,24,100
223401010432,24,100
223401010433,24,100
223401010434,24,100
223401010435,24,100
223401040101,24,100
223401040102,24,100
223401040103,24,100
223401040104,24,100
223401040105,24,100
223401040106,24,100
223401040107,24,100
223401040108,24,100
223401040109,24,0
223401040110,24,100
223401040111,24,80
223401040112,24,100
223401040113,24,80
223401040114,24,100
223401040115,24,100
223401040116,24,100
223401040117,24,100
223401040118,24,100
223401040119,24,100
223401040120,24,100
223401040121,24,100
223401040122,24,100
223401040123,24,100
223401040124,24,100
223401040125,24,100
223401040126,24,100
223401040127,24,100
223401040128,24,100
223401040129,24,100
223401040130,24,100
223401040131,24,100
223401040132,24,100
223401040133,24,100
223401040134,24,80
223401040135,24,100
223401040201,24,100
223401040202,24,100
223401040203,24,100
223401040204,24,100
223401040205,24,100
223401040206,24,100
223401040207,24,100
223401040208,24,100
223401040209,24,100
223401040210,24,100
223401040211,24,100
223401040212,24,100
223401040213,24,100
223401040214,24,100
223401040215,24,100
223401040216,24,100
223401040217,24,100
223401040218,24,100
223401040219,24,100
223401040220,24,100
223401040221,24,100
223401040222,24,100
223401040223,24,100
223401040224,24,100
223401040225,24,100
223401040226,24,100
223401040227,24,100
223401040228,24,100
223401040229,24,100
223401040230,24,100
223401040231,24,100
223401040232,24,100
223401040233,24,100
223401040234,24,100
223401040235,24,100
223401050101,24,100
223401050102,24,100
223401050103,24,100
223401050104,24,100
223401050105,24,100
223401050106,24,100
223401050107,24,100
223401050108,24,100
223401050109,24,100
223401050110,24,100
223401050111,24,100
223401050112,24,100
223401050113,24,100
223401050114,24,100
223401050115,24,100
223401050116,24,100
223401050117,24,100
223401050118,24,0
223401050119,24,100
223401050120,24,100
223401050121,24,0
223401050122,24,100
223401050123,24,100
223401050124,24,100
223401050125,24,100
223401050126,24,100
223401050127,24,80
223401050128,24,100
223401050129,24,100
223401050130,24,100
223401050131,24,100
223401050132,24,100
223401050134,24,100
223401050135,24,100
223401050201,24,100
223401050202,24,100
223401050203,24,100
223401050204,24,100
223401050205,24,100
223401050206,24,100
223401050207,24,100
223401050208,24,100
223401050209,24,100
223401050210,24,100
223401050211,24,100
223401050212,24,100
223401050213,24,100
223401050214,24,100
223401050215,24,100
223401050216,24,100
223401050217,24,100
223401050218,24,100
223401050219,24,100
223401050220,24,100
223401050221,24,100
223401050222,24,100
223401050223,24,100
223401050224,24,100
223401050225,24,100
223401050226,24,100
223401050227,24,100
223401050228,24,100
223401050229,24,100
223401050230,24,100
223401050231,24,100
223401050232,24,100
223401050233,24,100
223401050234,24,100
223401050235,24,100
223405010213,24,80
223406010708,24,100
223406010709,24,100
223407020133,24,100
223407020218,24,100
223408110202,24,100
223409010210,24,100
223411010109,24,100
223411010111,24,100
223411010232,24,100
223411020111,24,100
223411070102,24,100
223412010212,24,100
223423050108,24,100
223423050133,24,100
223428020104,24,100
223428020136,24,100
223428030201,24,100
223428060112,24,100
223428060201,24,100
223428060202,24,100
223428060218,24,100
183423050114,25,50
193401010122,25,0
203401050130,25,100
203406010614,25,100
203409010318,25,0
213401010106,25,50
213401040108,25,0
213401050132,25,0
213401050217,25,0
213401050227,25,25
213401050230,25,50
213412010226,25,50
213428030211,25,100
213428040133,25,0
213428040214,25,50
223401010101,25,25
223401010102,25,50
223401010103,25,75
223401010104,25,50
223401010105,25,100
223401010106,25,75
223401010107,25,100
223401010108,25,0
223401010109,25,0
223401010110,25,25
223401010112,25,0
223401010113,25,0
223401010114,25,75
223401010115,25,0
223401010116,25,25
223401010117,25,75
223401010118,25,50
223401010119,25,50
223401010120,25,0
223401010121,25,100
223401010122,25,0
223401010123,25,50
223401010124,25,50
223401010125,25,50
223401010126,25,0
223401010127,25,50
223401010128,25,0
223401010129,25,0
223401010130,25,50
223401010131,25,25
223401010132,25,100
223401010133,25,0
223401010134,25,0
223401010136,25,0
223401010137,25,100
223401010138,25,50
223401010140,25,0
223401010201,25,50
223401010202,25,50
223401010203,25,50
223401010204,25,100
223401010205,25,0
223401010206,25,75
223401010207,25,100
223401010208,25,100
223401010209,25,0
223401010210,25,25
223401010211,25,100
223401010212,25,100
223401010214,25,25
223401010215,25,50
223401010216,25,50
223401010217,25,100
223401010218,25,75
223401010219,25,50
223401010220,25,50
223401010221,25,25
223401010222,25,100
223401010223,25,25
223401010224,25,0
223401010225,25,0
223401010226,25,0
223401010227,25,50
223401010228,25,0
223401010229,25,100
223401010230,25,100
223401010231,25,75
223401010232,25,50
223401010233,25,50
223401010234,25,0
223401010235,25,25
223401010236,25,0
223401010237,25,0
223401010238,25,0
223401010301,25,75
223401010302,25,50
223401010303,25,100
223401010304,25,50
223401010305,25,50
223401010306,25,50
223401010307,25,100
223401010308,25,25
223401010310,25,100
223401010311,25,0
223401010312,25,50
223401010313,25,100
223401010314,25,75
223401010315,25,0
223401010316,25,100
223401010317,25,75
223401010318,25,0
223401010319,25,50
223401010320,25,0
223401010321,25,50
223401010322,25,50
223401010323,25,50
223401010324,25,75
223401010325,25,0
223401010326,25,0
223401010327,25,50
223401010328,25,75
223401010329,25,50
223401010330,25,100
223401010331,25,50
223401010332,25,0
223401010334,25,100
223401010335,25,0
223401010401,25,50
223401010402,25,50
223401010403,25,50
223401010404,25,50
223401010405,25,50
223401010406,25,25
223401010407,25,50
223401010408,25,75
223401010409,25,0
223401010410,25,75
223401010411,25,75
223401010412,25,100
223401010413,25,25
223401010414,25,75
223401010415,25,50
223401010416,25,0
223401010417,25,75
223401010418,25,100
223401010419,25,100
223401010420,25,100
223401010421,25,50
223401010422,25,0
223401010423,25,50
223401010424,25,50
223401010425,25,75
223401010426,25,50
223401010427,25,75
223401010428,25,25
223401010429,25,100
223401010430,25,25
223401010431,25,100
223401010432,25,50
223401010433,25,50
223401010434,25,75
223401010435,25,50
223401040101,25,50
223401040102,25,50
223401040103,25,50
223401040104,25,75
223401040105,25,100
223401040106,25,75
223401040107,25,25
223401040108,25,100
223401040109,25,0
223401040110,25,50
223401040111,25,50
223401040112,25,100
223401040113,25,50
223401040114,25,100
223401040115,25,50
223401040116,25,50
223401040117,25,50
223401040118,25,100
223401040119,25,75
223401040120,25,75
223401040121,25,100
223401040122,25,25
223401040123,25,0
223401040124,25,50
223401040125,25,50
223401040126,25,50
223401040127,25,50
223401040128,25,50
223401040129,25,0
223401040130,25,50
223401040131,25,50
223401040132,25,100
223401040133,25,0
223401040134,25,75
223401040135,25,75
223401040201,25,50
223401040202,25,75
223401040203,25,50
223401040204,25,50
223401040205,25,50
223401040206,25,100
223401040207,25,50
223401040208,25,50
223401040209,25,100
223401040210,25,50
223401040211,25,50
223401040212,25,25
223401040213,25,75
223401040214,25,75
223401040215,25,25
223401040216,25,50
223401040217,25,0
223401040218,25,50
223401040219,25,50
223401040220,25,0
223401040221,25,25
223401040222,25,75
223401040223,25,50
223401040224,25,50
223401040225,25,75
223401040226,25,25
223401040227,25,50
223401040228,25,50
223401040229,25,0
223401040230,25,100
223401040231,25,50
223401040232,25,50
223401040233,25,50
223401040234,25,50
223401040235,25,25
223401050101,25,50
223401050102,25,50
223401050103,25,100
223401050104,25,50
223401050105,25,25
223401050106,25,50
223401050107,25,75
223401050108,25,75
223401050109,25,50
223401050110,25,25
223401050111,25,100
223401050112,25,50
223401050113,25,100
223401050114,25,50
223401050115,25,50
223401050116,25,25
223401050117,25,100
223401050118,25,50
223401050119,25,100
223401050120,25,25
223401050121,25,50
223401050122,25,50
223401050123,25,100
223401050124,25,0
223401050125,25,50
223401050126,25,25
223401050127,25,75
223401050128,25,25
223401050129,25,50
223401050130,25,50
223401050131,25,50
223401050132,25,0
223401050134,25,0
223401050135,25,50
223401050201,25,100
223401050202,25,0
223401050203,25,50
223401050204,25,75
223401050205,25,50
223401050206,25,50
223401050207,25,100
223401050208,25,50
223401050209,25,100
223401050210,25,50
223401050211,25,25
223401050212,25,50
223401050213,25,50
223401050214,25,0
223401050215,25,100
223401050216,25,75
223401050217,25,50
223401050218,25,50
223401050219,25,100
223401050220,25,0
223401050221,25,75
223401050222,25,50
223401050223,25,50
223401050224,25,50
223401050225,25,50
223401050226,25,50
223401050227,25,50
223401050228,25,25
223401050229,25,0
223401050230,25,50
223401050231,25,50
223401050232,25,50
223401050233,25,100
223401050234,25,75
223401050235,25,50
223405010213,25,75
223406010708,25,25
223406010709,25,0
223407020133,25,100
223407020218,25,100
223408110202,25,25
223409010210,25,0
223411010109,25,75
223411010111,25,25
223411010232,25,50
223411020111,25,100
223411070102,25,50
223412010212,25,100
223423050108,25,50
223423050133,25,25
223428020104,25,50
223428020136,25,50
223428030201,25,50
223428060112,25,25
223428060201,25,50
223428060202,25,50
223428060218,25,50
183423050114,26,100
193401010122,26,100
203401050130,26,80
203406010614,26,100
203409010318,26,100
213401010106,26,100
213401040108,26,0
213401050132,26,0
213401050217,26,100
213401050227,26,100
213401050230,26,100
213412010226,26,80
213428030211,26,100
213428040133,26,100
213428040214,26,100
223401010101,26,100
223401010102,26,100
223401010103,26,100
223401010104,26,100
223401010105,26,100
223401010106,26,100
223401010107,26,100
223401010108,26,100
223401010109,26,100
223401010110,26,100
223401010112,26,100
223401010113,26,100
223401010114,26,100
223401010115,26,100
223401010116,26,100
223401010117,26,100
223401010118,26,100
223401010119,26,100
223401010120,26,100
223401010121,26,100
223401010122,26,100
223401010123,26,100
223401010124,26,100
223401010125,26,100
223401010126,26,80
223401010127,26,100
223401010128,26,100
223401010129,26,20
223401010130,26,100
223401010131,26,100
223401010132,26,100
223401010133,26,100
223401010134,26,100
223401010136,26,100
223401010137,26,100
223401010138,26,100
223401010140,26,100
223401010201,26,100
223401010202,26,100
223401010203,26,100
223401010204,26,100
223401010205,26,100
223401010206,26,100
223401010207,26,100
223401010208,26,100
223401010209,26,100
223401010210,26,100
223401010211,26,100
223401010212,26,100
223401010214,26,100
223401010215,26,100
223401010216,26,100
223401010217,26,100
223401010218,26,100
223401010219,26,100
223401010220,26,100
223401010221,26,100
223401010222,26,100
223401010223,26,100
223401010224,26,100
223401010225,26,100
223401010226,26,100
223401010227,26,100
223401010228,26,100
223401010229,26,100
223401010230,26,100
223401010231,26,100
223401010232,26,100
223401010233,26,100
223401010234,26,100
223401010235,26,100
223401010236,26,100
223401010237,26,100
223401010238,26,100
223401010301,26,100
223401010302,26,100
223401010303,26,100
223401010304,26,100
223401010305,26,100
223401010306,26,100
223401010307,26,100
223401010308,26,40
223401010310,26,100
223401010311,26,0
223401010312,26,100
223401010313,26,100
223401010314,26,100
223401010315,26,100
223401010316,26,100
223401010317,26,100
223401010318,26,100
223401010319,26,100
223401010320,26,100
223401010321,26,100
223401010322,26,100
223401010323,26,100
223401010324,26,100
223401010325,26,100
223401010326,26,100
223401010327,26,100
223401010328,26,100
223401010329,26,100
223401010330,26,100
223401010331,26,100
223401010332,26,100
223401010334,26,100
223401010335,26,100
223401010401,26,100
223401010402,26,40
223401010403,26,100
223401010404,26,100
223401010405,26,100
223401010406,26,100
223401010407,26,100
223401010408,26,100
223401010409,26,100
223401010410,26,100
223401010411,26,100
223401010412,26,100
223401010413,26,100
223401010414,26,100
223401010415,26,100
223401010416,26,0
223401010417,26,100
223401010418,26,100
223401010419,26,100
223401010420,26,100
223401010421,26,100
223401010422,26,0
223401010423,26,100
223401010424,26,100
223401010425,26,100
223401010426,26,100
223401010427,26,100
223401010428,26,100
223401010429,26,100
223401010430,26,100
223401010431,26,100
223401010432,26,100
223401010433,26,100
223401010434,26,100
223401010435,26,100
223401040101,26,100
223401040102,26,100
223401040103,26,100
223401040104,26,100
223401040105,26,100
223401040106,26,100
223401040107,26,100
223401040108,26,100
223401040109,26,0
223401040110,26,100
223401040111,26,80
223401040112,26,100
223401040113,26,80
223401040114,26,100
223401040115,26,100
223401040116,26,100
223401040117,26,100
223401040118,26,100
223401040119,26,100
223401040120,26,100
223401040121,26,100
223401040122,26,100
223401040123,26,100
223401040124,26,100
223401040125,26,100
223401040126,26,100
223401040127,26,100
223401040128,26,100
223401040129,26,100
223401040130,26,100
223401040131,26,100
223401040132,26,100
223401040133,26,100
223401040134,26,80
223401040135,26,100
223401040201,26,100
223401040202,26,100
223401040203,26,100
223401040204,26,100
223401040205,26,100
223401040206,26,100
223401040207,26,100
223401040208,26,100
223401040209,26,100
223401040210,26,100
223401040211,26,100
223401040212,26,100
223401040213,26,100
223401040214,26,100
223401040215,26,100
223401040216,26,100
223401040217,26,100
223401040218,26,100
223401040219,26,100
223401040220,26,100
223401040221,26,100
223401040222,26,100
223401040223,26,100
223401040224,26,100
223401040225,26,100
223401040226,26,100
223401040227,26,100
223401040228,26,100
223401040229,26,100
223401040230,26,100
223401040231,26,100
223401040232,26,100
223401040233,26,100
223401040234,26,100
223401040235,26,100
223401050101,26,100
223401050102,26,100
223401050103,26,100
223401050104,26,100
223401050105,26,100
223401050106,26,100
223401050107,26,100
223401050108,26,100
223401050109,26,100
223401050110,26,100
223401050111,26,100
223401050112,26,100
223401050113,26,100
223401050114,26,100
223401050115,26,100
223401050116,26,100
223401050117,26,100
223401050118,26,0
223401050119,26,100
223401050120,26,100
223401050121,26,0
223401050122,26,100
223401050123,26,100
223401050124,26,100
223401050125,26,100
223401050126,26,100
223401050127,26,80
223401050128,26,100
223401050129,26,100
223401050130,26,100
223401050131,26,100
223401050132,26,100
223401050134,26,100
223401050135,26,100
223401050201,26,100
223401050202,26,100
223401050203,26,100
223401050204,26,100
223401050205,26,100
223401050206,26,100
223401050207,26,100
223401050208,26,100
223401050209,26,100
223401050210,26,100
223401050211,26,100
223401050212,26,100
223401050213,26,100
223401050214,26,100
223401050215,26,100
223401050216,26,100
223401050217,26,100
223401050218,26,100
223401050219,26,100
223401050220,26,100
223401050221,26,100
223401050222,26,100
223401050223,26,100
223401050224,26,100
223401050225,26,100
223401050226,26,100
223401050227,26,100
223401050228,26,100
223401050229,26,100
223401050230,26,100
223401050231,26,100
223401050232,26,100
223401050233,26,100
223401050234,26,100
223401050235,26,100
223405010213,26,80
223406010708,26,100
223406010709,26,100
223407020133,26,100
223407020218,26,100
223408110202,26,100
223409010210,26,100
223411010109,26,100
223411010111,26,100
223411010232,26,100
223411020111,26,100
223411070102,26,100
223412010212,26,100
223423050108,26,100
223423050133,26,100
223428020104,26,100
223428020136,26,100
223428030201,26,100
223428060112,26,100
223428060201,26,100
223428060202,26,100
223428060218,26,100
183423050114,27,-1
193401010122,27,-1
203401050130,27,-1
203406010614,27,-1
203409010318,27,-1
213401010106,27,-1
213401040108,27,-1
213401050132,27,-1
213401050217,27,-1
213401050227,27,-1
213401050230,27,-1
213412010226,27,-1
213428030211,27,-1
213428040133,27,-1
213428040214,27,-1
223401010101,27,-1
223401010102,27,-1
223401010103,27,-1
223401010104,27,-1
223401010105,27,-1
223401010106,27,-1
223401010107,27,-1
223401010108,27,-1
223401010109,27,-1
223401010110,27,-1
223401010112,27,-1
223401010113,27,-1
223401010114,27,-1
223401010115,27,-1
223401010116,27,-1
223401010117,27,-1
223401010118,27,-1
223401010119,27,-1
223401010120,27,-1
223401010121,27,-1
223401010122,27,-1
223401010123,27,-1
223401010124,27,-1
223401010125,27,-1
223401010126,27,-1
223401010127,27,-1
223401010128,27,-1
223401010129,27,-1
223401010130,27,-1
223401010131,27,-1
223401010132,27,-1
223401010133,27,-1
223401010134,27,-1
223401010136,27,-1
223401010137,27,-1
223401010138,27,-1
223401010140,27,-1
223401010201,27,-1
223401010202,27,-1
223401010203,27,-1
223401010204,27,-1
223401010205,27,-1
223401010206,27,-1
223401010207,27,-1
223401010208,27,-1
223401010209,27,-1
223401010210,27,-1
223401010211,27,-1
223401010212,27,-1
223401010214,27,-1
223401010215,27,-1
223401010216,27,-1
223401010217,27,-1
223401010218,27,-1
223401010219,27,-1
223401010220,27,-1
223401010221,27,-1
223401010222,27,-1
223401010223,27,-1
223401010224,27,-1
223401010225,27,-1
223401010226,27,-1
223401010227,27,-1
223401010228,27,-1
223401010229,27,-1
223401010230,27,-1
223401010231,27,-1
223401010232,27,-1
223401010233,27,-1
223401010234,27,-1
223401010235,27,-1
223401010236,27,-1
223401010237,27,-1
223401010238,27,-1
223401010301,27,-1
223401010302,27,-1
223401010303,27,-1
223401010304,27,-1
223401010305,27,-1
223401010306,27,-1
223401010307,27,-1
223401010308,27,-1
223401010310,27,-1
223401010311,27,-1
223401010312,27,-1
223401010313,27,-1
223401010314,27,-1
223401010315,27,-1
223401010316,27,-1
223401010317,27,-1
223401010318,27,-1
223401010319,27,-1
223401010320,27,-1
223401010321,27,-1
223401010322,27,-1
223401010323,27,-1
223401010324,27,-1
223401010325,27,-1
223401010326,27,-1
223401010327,27,-1
223401010328,27,-1
223401010329,27,-1
223401010330,27,-1
223401010331,27,-1
223401010332,27,-1
223401010334,27,-1
223401010335,27,-1
223401010401,27,-1
223401010402,27,-1
223401010403,27,-1
223401010404,27,-1
223401010405,27,-1
223401010406,27,-1
223401010407,27,-1
223401010408,27,-1
223401010409,27,-1
223401010410,27,-1
223401010411,27,-1
223401010412,27,-1
223401010413,27,-1
223401010414,27,-1
223401010415,27,-1
223401010416,27,-1
223401010417,27,-1
223401010418,27,-1
223401010419,27,-1
223401010420,27,-1
223401010421,27,-1
223401010422,27,-1
223401010423,27,-1
223401010424,27,-1
223401010425,27,-1
223401010426,27,-1
223401010427,27,-1
223401010428,27,-1
223401010429,27,-1
223401010430,27,-1
223401010431,27,-1
223401010432,27,-1
223401010433,27,-1
223401010434,27,-1
223401010435,27,-1
223401040101,27,-1
223401040102,27,-1
223401040103,27,-1
223401040104,27,-1
223401040105,27,-1
223401040106,27,-1
223401040107,27,-1
223401040108,27,-1
223401040109,27,-1
223401040110,27,-1
223401040111,27,-1
223401040112,27,-1
223401040113,27,-1
223401040114,27,-1
223401040115,27,-1
223401040116,27,-1
223401040117,27,-1
223401040118,27,-1
223401040119,27,-1
223401040120,27,-1
223401040121,27,-1
223401040122,27,-1
223401040123,27,-1
223401040124,27,-1
223401040125,27,-1
223401040126,27,-1
223401040127,27,-1
223401040128,27,-1
223401040129,27,-1
223401040130,27,-1
223401040131,27,-1
223401040132,27,-1
223401040133,27,-1
223401040134,27,-1
223401040135,27,-1
223401040201,27,-1
223401040202,27,-1
223401040203,27,-1
223401040204,27,-1
223401040205,27,-1
223401040206,27,-1
223401040207,27,-1
223401040208,27,-1
223401040209,27,-1
223401040210,27,-1
223401040211,27,-1
223401040212,27,-1
223401040213,27,-1
223401040214,27,-1
223401040215,27,-1
223401040216,27,-1
223401040217,27,-1
223401040218,27,-1
223401040219,27,-1
223401040220,27,-1
223401040221,27,-1
223401040222,27,-1
223401040223,27,-1
223401040224,27,-1
223401040225,27,-1
223401040226,27,-1
223401040227,27,-1
223401040228,27,-1
223401040229,27,-1
223401040230,27,-1
223401040231,27,-1
223401040232,27,-1
223401040233,27,-1
223401040234,27,-1
223401040235,27,-1
223401050101,27,-1
223401050102,27,-1
223401050103,27,-1
223401050104,27,-1
223401050105,27,-1
223401050106,27,-1
223401050107,27,-1
223401050108,27,-1
223401050109,27,-1
223401050110,27,-1
223401050111,27,-1
223401050112,27,-1
223401050113,27,-1
223401050114,27,-1
223401050115,27,-1
223401050116,27,-1
223401050117,27,-1
223401050118,27,-1
223401050119,27,-1
223401050120,27,-1
223401050121,27,-1
223401050122,27,-1
223401050123,27,-1
223401050124,27,-1
223401050125,27,-1
223401050126,27,-1
223401050127,27,-1
223401050128,27,-1
223401050129,27,-1
223401050130,27,-1
223401050131,27,-1
223401050132,27,-1
223401050134,27,-1
223401050135,27,-1
223401050201,27,-1
223401050202,27,-1
223401050203,27,-1
223401050204,27,-1
223401050205,27,-1
223401050206,27,-1
223401050207,27,-1
223401050208,27,-1
223401050209,27,-1
223401050210,27,-1
223401050211,27,-1
223401050212,27,-1
223401050213,27,-1
223401050214,27,-1
223401050215,27,-1
223401050216,27,-1
223401050217,27,-1
223401050218,27,-1
223401050219,27,-1
223401050220,27,-1
223401050221,27,-1
223401050222,27,-1
223401050223,27,-1
223401050224,27,-1
223401050225,27,-1
223401050226,27,-1
223401050227,27,-1
223401050228,27,-1
223401050229,27,-1
223401050230,27,-1
223401050231,27,-1
223401050232,27,-1
223401050233,27,-1
223401050234,27,-1
223401050235,27,-1
223405010213,27,-1
223406010708,27,-1
223406010709,27,-1
223407020133,27,-1
223407020218,27,-1
223408110202,27,-1
223409010210,27,-1
223411010109,27,-1
223411010111,27,-1
223411010232,27,-1
223411020111,27,-1
223411070102,27,-1
223412010212,27,-1
223423050108,27,-1
223423050133,27,-1
223428020104,27,-1
223428020136,27,-1
223428030201,27,-1
223428060112,27,-1
223428060201,27,-1
223428060202,27,-1
223428060218,27,-1
183423050114,28,-1
193401010122,28,-1
203401050130,28,-1
203406010614,28,-1
203409010318,28,-1
213401010106,28,-1
213401040108,28,-1
213401050132,28,-1
213401050217,28,-1
213401050227,28,-1
213401050230,28,-1
213412010226,28,-1
213428030211,28,-1
213428040133,28,-1
213428040214,28,-1
223401010101,28,-1
223401010102,28,-1
223401010103,28,-1
223401010104,28,-1
223401010105,28,-1
223401010106,28,-1
223401010107,28,-1
223401010108,28,-1
223401010109,28,-1
223401010110,28,-1
223401010112,28,-1
223401010113,28,-1
223401010114,28,-1
223401010115,28,-1
223401010116,28,-1
223401010117,28,-1
223401010118,28,-1
223401010119,28,-1
223401010120,28,-1
223401010121,28,-1
223401010122,28,-1
223401010123,28,-1
223401010124,28,-1
223401010125,28,-1
223401010126,28,-1
223401010127,28,-1
223401010128,28,-1
223401010129,28,-1
223401010130,28,-1
223401010131,28,-1
223401010132,28,-1
223401010133,28,-1
223401010134,28,-1
223401010136,28,-1
223401010137,28,-1
223401010138,28,-1
223401010140,28,-1
223401010201,28,-1
223401010202,28,-1
223401010203,28,-1
223401010204,28,-1
223401010205,28,-1
223401010206,28,-1
223401010207,28,-1
223401010208,28,-1
223401010209,28,-1
223401010210,28,-1
223401010211,28,-1
223401010212,28,-1
223401010214,28,-1
223401010215,28,-1
223401010216,28,-1
223401010217,28,-1
223401010218,28,-1
223401010219,28,-1
223401010220,28,-1
223401010221,28,-1
223401010222,28,-1
223401010223,28,-1
223401010224,28,-1
223401010225,28,-1
223401010226,28,-1
223401010227,28,-1
223401010228,28,-1
223401010229,28,-1
223401010230,28,-1
223401010231,28,-1
223401010232,28,-1
223401010233,28,-1
223401010234,28,-1
223401010235,28,-1
223401010236,28,-1
223401010237,28,-1
223401010238,28,-1
223401010301,28,-1
223401010302,28,-1
223401010303,28,-1
223401010304,28,-1
223401010305,28,-1
223401010306,28,-1
223401010307,28,-1
223401010308,28,-1
223401010310,28,-1
223401010311,28,-1
223401010312,28,-1
223401010313,28,-1
223401010314,28,-1
223401010315,28,-1
223401010316,28,-1
223401010317,28,-1
223401010318,28,-1
223401010319,28,-1
223401010320,28,-1
223401010321,28,-1
223401010322,28,-1
223401010323,28,-1
223401010324,28,-1
223401010325,28,-1
223401010326,28,-1
223401010327,28,-1
223401010328,28,-1
223401010329,28,-1
223401010330,28,-1
223401010331,28,-1
223401010332,28,-1
223401010334,28,-1
223401010335,28,-1
223401010401,28,-1
223401010402,28,-1
223401010403,28,-1
223401010404,28,-1
223401010405,28,-1
223401010406,28,-1
223401010407,28,-1
223401010408,28,-1
223401010409,28,-1
223401010410,28,-1
223401010411,28,-1
223401010412,28,-1
223401010413,28,-1
223401010414,28,-1
223401010415,28,-1
223401010416,28,-1
223401010417,28,-1
223401010418,28,-1
223401010419,28,-1
223401010420,28,-1
223401010421,28,-1
223401010422,28,-1
223401010423,28,-1
223401010424,28,-1
223401010425,28,-1
223401010426,28,-1
223401010427,28,-1
223401010428,28,-1
223401010429,28,-1
223401010430,28,-1
223401010431,28,-1
223401010432,28,-1
223401010433,28,-1
223401010434,28,-1
223401010435,28,-1
223401040101,28,-1
223401040102,28,-1
223401040103,28,-1
223401040104,28,-1
223401040105,28,-1
223401040106,28,-1
223401040107,28,-1
223401040108,28,-1
223401040109,28,-1
223401040110,28,-1
223401040111,28,-1
223401040112,28,-1
223401040113,28,-1
223401040114,28,-1
223401040115,28,-1
223401040116,28,-1
223401040117,28,-1
223401040118,28,-1
223401040119,28,-1
223401040120,28,-1
223401040121,28,-1
223401040122,28,-1
223401040123,28,-1
223401040124,28,-1
223401040125,28,-1
223401040126,28,-1
223401040127,28,-1
223401040128,28,-1
223401040129,28,-1
223401040130,28,-1
223401040131,28,-1
223401040132,28,-1
223401040133,28,-1
223401040134,28,-1
223401040135,28,-1
223401040201,28,-1
223401040202,28,-1
223401040203,28,-1
223401040204,28,-1
223401040205,28,-1
223401040206,28,-1
223401040207,28,-1
223401040208,28,-1
223401040209,28,-1
223401040210,28,-1
223401040211,28,-1
223401040212,28,-1
223401040213,28,-1
223401040214,28,-1
223401040215,28,-1
223401040216,28,-1
223401040217,28,-1
223401040218,28,-1
223401040219,28,-1
223401040220,28,-1
223401040221,28,-1
223401040222,28,-1
223401040223,28,-1
223401040224,28,-1
223401040225,28,-1
223401040226,28,-1
223401040227,28,-1
223401040228,28,-1
223401040229,28,-1
223401040230,28,-1
223401040231,28,-1
223401040232,28,-1
223401040233,28,-1
223401040234,28,-1
223401040235,28,-1
223401050101,28,-1
223401050102,28,-1
223401050103,28,-1
223401050104,28,-1
223401050105,28,-1
223401050106,28,-1
223401050107,28,-1
223401050108,28,-1
223401050109,28,-1
223401050110,28,-1
223401050111,28,-1
223401050112,28,-1
223401050113,28,-1
223401050114,28,-1
223401050115,28,-1
223401050116,28,-1
223401050117,28,-1
223401050118,28,-1
223401050119,28,-1
223401050120,28,-1
223401050121,28,-1
223401050122,28,-1
223401050123,28,-1
